ticker,fyear,current_ratio,quick_ratio,cash_ratio,receivables_turnover,inventory_turnover,payables_turnover,total_asset_turnover,fixed_asset_turnover,days_sales_outstanding,days_inventory_outstanding,debt_ratio,debt_to_equity,equity_multiplier,times_interest_earned,gross_margin,operating_margin,net_margin,roa
CW,2015,2.746668228457341,0.8210677403394797,0.19584680232100743,5.922680931262618,3.5563382818329172,9.077811198823111,0.612467664505473,4.1070526915872625,61.62749677656332,102.63365604575755,0.5555019642746641,1.299401460871071,2.3391482738818734,6.399562788438183,0.3474083380191787,0.1119518092084297,0.065144345282357,0.03989880501082332
CW,2016,2.4365865545415453,1.1559118925892302,0.33502604042238043,5.6995057995502645,3.8179993517827926,9.295520231213873,0.6558155703447677,4.602997834065401,64.040640160205,95.59980669707693,0.5127020430173649,1.3813575185415592,2.6942695808504387,7.888836117785104,0.3461758278402551,0.12588369980108116,0.05052680946143908,0.033136268364655073
CW,2017,2.0952030471135648,1.1630670761867246,0.6665797868086757,5.768248368457321,3.810593853180902,8.337869324759597,0.692298360702561,5.055641827581504,63.27744172666697,95.78559512326811,0.5842198199029908,1.35269685120172,2.3153902095042485,8.61915200621566,0.3551076922658424,0.14082576689397344,0.06594827996588812,0.04565588611153789
CW,2018,2.372025577117989,1.0904370072944534,0.4884914813442369,6.103935271278004,3.6850799099002467,7.569756008890431,0.6997822607190639,5.255594999420595,59.7974886328666,99.04805565257888,0.5624240193746686,1.1182883885325305,1.9883368241916481,7.188687936384794,0.3483712838400118,0.14060156543765537,0.08882651921755619,0.06215922242986685
CW,2019,1.9553488290888774,1.3628398668466875,0.8057986870897156,6.149392514127736,3.665101982819223,7.031971092335691,0.7239365888536718,5.829586029689221,59.35545652053301,99.58795190720433,0.5328902788073248,1.1266170667130047,2.1141632931163894,7.839695208700055,0.35260934925447796,0.143159963822519,0.09462287089623808,0.06850095838416398
CW,2020,2.0541524389343264,,0.637975322633273,,3.6323112815513148,6.772006866190605,0.7430512102673781,6.306316553252407,,100.48698244939874,0.6112607264578537,1.1214610014134578,1.8346688293097502,10.994497248624311,0.3612440320337005,0.15491358239680575,0.11433161887110851,0.08495424777400579
CW,2021,1.60520844002236,,0.34066366641698864,,3.7230641643454367,7.509816013250259,,,,98.03752605058091,0.5934126246825074,1.2496042121892577,2.1057931028309875,12.886496315436885,,,,0.08763490352647413
CW,2022,1.7796526446282117,,,,3.688777149275504,7.508817395979917,,,,98.94878037608967,0.566243689283208,1.2466835296114405,2.201673154520419,8.126262484174989,,,,0.05173451740040421
CW,2023,1.5453052612265492,,,,3.516249385255063,6.579147365449165,,,,103.80378636696824,0.5546135234043185,1.2452410491748998,2.2452410491748998,9.371993041749503,,,,0.06206381690266065
CW,2024,2.1289353091709815,,,,3.226949511954939,6.279576297422594,,,,113.10991964633403,0.4961201860475584,0.9846002405930563,1.9846002405930563,,,,,0.0649110535002148
GD,2015,1.2658715729765109,0.534215693404116,0.23969165878845175,7.637037037037037,,,0.8719307642432272,9.2910784019225,47.793404461687686,,,,3.114398595258999,35.81553398058252,,0.11926931781441966,0.07620433236340123,0.06644490175626533
GD,2016,1.170831659300924,0.7028525512253917,0.4259541984732824,8.231590181430096,,,0.8714023443016523,9.080794701986754,44.34137171009983,,,,2.43686642300531,37.75728155339806,,0.12605341631012576,0.08210164657072475,0.07154356729275527
GD,2017,1.2292936802973977,0.5789591078066915,0.3262453531598513,9.285902118334551,,,0.9364567219152855,9.15483220509866,39.30689720273119,,,,2.750697438498605,43.826530612244895,,0.1351436392813316,0.09552877505427772,0.0894585635359116
GD,2018,1.3991907779219788,0.4887395984426292,0.21261164974425528,8.711801596351197,4.77804433355724,8.667014795474325,0.9301780550905494,8.73920503288533,41.897189228101176,76.39108692159384,,,3.177394636015326,37.81818181818182,0.18536697097608063,0.12250908020025522,0.08415954975295312,0.07828336630649825
GD,2019,1.2340728679014858,0.32037451658864236,0.06533686138815388,8.398318872017354,4.384929078014184,7.745380519887253,0.9080594564484447,8.264976651100733,43.461079004294064,83.23965872791234,,,3.402193961751286,36.205128205128204,0.20153036515674944,0.13676427856520196,0.09401736996739095,0.08537336186930136
GD,2020,1.2075471698113207,0.26462710552943275,0.05368728051901672,9.911817061481583,,,0.8943941284766411,8.563350289837928,36.82473130163291,,,,3.8883992881959157,11.748663101604278,,0.12140469151493383,0.092421186417263,0.08266096647844513
GD,2021,1.3494738160861939,0.37490603858682037,0.17689802054622902,11.737509321401939,,,0.8263681800999622,8.219321148825065,31.096886912325285,,,,4.075061932287366,9.682203389830509,,0.11613722998729352,0.08853875476493012,0.07316560964341215
GD,2022,1.429889826870797,0.3322363714408356,0.11468021176133925,12.229925830377297,,,0.7535491818750807,7.212132737472663,29.844825313117997,,,,3.670625268278724,8.451942740286299,,0.10897824653922215,0.08350692155570204,0.06292657241920582
GD,2023,1.3729874193338114,0.27703539534580535,0.08095952023988005,12.719127128450983,,,0.7588995965713496,6.798444817531148,28.696937794067953,,,,3.1973054083391865,9.658932714617169,,0.10821700590085523,0.08466557487847358,0.06425267061875499
GD,2024,1.437134858812074,0.2992332035053554,0.11641918208373904,13.109447771124417,,,0.7752857620649629,6.514630517440899,27.842515289161824,,,,2.924153959526104,,,0.10685918745400563,0.08602532544979319,0.06669420999822935
HEI,2015,2.833353041650243,,0.14092103534358166,,2.9240971922840555,11.154819182252393,0.6580216110083724,10.321137337957989,,124.82485225290789,0.44006679647622493,0.9644666639980328,2.1916369781152962,,0.3679587849204516,0.181996258762021,0.10150710230511412,0.06679386698760287
HEI,2016,2.9908009525675974,,0.09204392263060687,,3.1805208001577263,12.048670786858066,0.7493217754180772,11.819406895543889,,114.76107937476755,0.5048528955542991,0.9283471401953169,1.8388468173011978,,0.35176908110934185,0.17962202963673407,0.10711986371235464,0.08026724645948405
HEI,2017,2.5331380788262345,,0.0943424384738435,,2.8480254577506656,10.932986516153807,0.7452172694588929,11.9141804695918,,128.15896677000646,0.5004506551697174,0.8835515409823133,1.765511807917756,,0.3652712998297225,0.19320774527025664,0.11219806031726802,0.08361193214821865
HEI,2018,2.533272930639801,,0.13471537903358363,,2.732894131093931,10.55772450462716,0.7440702473921199,12.11062957308354,,133.55804597300542,0.5669581647828376,0.9758294002135942,1.721166500155028,,0.37456058384401764,0.19280178571169068,0.11349034846663925,0.08444479166019016
HEI,2019,2.598203442281069,,0.15209132206678494,,2.5499522934696404,9.648355107823075,0.6555786481299314,12.126038792177944,,143.13993282727495,0.3837881718371476,0.7282969938873636,1.8976535686368183,,0.3769150708972182,0.20111187404619452,0.12197233365665167,0.07996245760788064
